,Strategy,Annual Return,Annual Volatility,Sharpe Ratio,Max Drawdown
Strategy,ModifOverlap120,0.019271808361527976,0.1880263986201709,0.10249522674982807,-0.6991107528984845
s&p500,Long Only s&p500,0.03864963941771937,0.1937812327234562,0.19944985835071033,-0.6650523591408986
ftsemib,Long Only ftsemib,-0.020437476223881257,0.23380569535391427,-0.08741222574986816,-0.8118626552599939
50/50 Portfolio,50/50 Portfolio,0.01428923052294806,0.18731350530324536,0.0762851055497304,-0.7007665082724533
