Date,ftsemib
1999-07-20 00:00:00+02:00,36668.0
1999-07-21 00:00:00+02:00,35873.0
1999-07-22 00:00:00+02:00,35729.0
1999-07-23 00:00:00+02:00,35216.0
1999-07-26 00:00:00+02:00,34475.0
1999-07-27 00:00:00+02:00,34579.0
1999-07-28 00:00:00+02:00,34209.0
1999-07-29 00:00:00+02:00,33281.0
1999-07-30 00:00:00+02:00,34040.0
1999-08-02 00:00:00+02:00,34404.0
1999-08-03 00:00:00+02:00,34252.0
1999-08-04 00:00:00+02:00,34008.0
1999-08-05 00:00:00+02:00,33284.0
1999-08-06 00:00:00+02:00,33045.0
1999-08-09 00:00:00+02:00,33584.0
1999-08-10 00:00:00+02:00,33074.0
1999-08-11 00:00:00+02:00,33228.0
1999-08-12 00:00:00+02:00,34096.0
1999-08-13 00:00:00+02:00,34487.0
1999-08-16 00:00:00+02:00,34562.0
1999-08-17 00:00:00+02:00,35024.0
1999-08-18 00:00:00+02:00,34714.0
1999-08-19 00:00:00+02:00,34421.0
1999-08-20 00:00:00+02:00,34770.0
1999-08-23 00:00:00+02:00,35333.0
1999-08-24 00:00:00+02:00,35619.0
1999-08-25 00:00:00+02:00,36048.0
1999-08-26 00:00:00+02:00,36239.0
1999-08-27 00:00:00+02:00,36192.0
1999-08-30 00:00:00+02:00,36002.0
1999-08-31 00:00:00+02:00,35199.0
1999-09-01 00:00:00+02:00,35470.0
1999-09-02 00:00:00+02:00,34789.0
1999-09-03 00:00:00+02:00,35617.0
1999-09-06 00:00:00+02:00,35856.0
1999-09-07 00:00:00+02:00,35538.0
1999-09-08 00:00:00+02:00,35763.0
1999-09-09 00:00:00+02:00,35821.0
1999-09-10 00:00:00+02:00,36124.0
1999-09-13 00:00:00+02:00,35926.0
1999-09-14 00:00:00+02:00,35680.0
1999-09-15 00:00:00+02:00,35751.0
1999-09-16 00:00:00+02:00,35751.0
1999-09-17 00:00:00+02:00,35843.0
1999-09-20 00:00:00+02:00,35924.0
1999-09-21 00:00:00+02:00,35814.0
1999-09-22 00:00:00+02:00,35831.0
1999-09-23 00:00:00+02:00,36097.0
1999-09-24 00:00:00+02:00,36000.0
1999-09-27 00:00:00+02:00,36014.0
1999-09-28 00:00:00+02:00,35836.0
1999-09-29 00:00:00+02:00,35351.0
1999-09-30 00:00:00+02:00,35270.0
1999-10-01 00:00:00+02:00,35255.0
1999-10-04 00:00:00+02:00,35480.0
1999-10-05 00:00:00+02:00,35421.0
1999-10-06 00:00:00+02:00,35514.0
1999-10-07 00:00:00+02:00,35541.0
1999-10-08 00:00:00+02:00,35338.0
1999-10-11 00:00:00+02:00,35194.0
1999-10-12 00:00:00+02:00,34548.0
1999-10-13 00:00:00+02:00,34216.0
1999-10-14 00:00:00+02:00,34011.0
1999-10-15 00:00:00+02:00,33362.0
1999-10-18 00:00:00+02:00,32874.0
1999-10-19 00:00:00+02:00,33503.0
1999-10-20 00:00:00+02:00,33333.0
1999-10-21 00:00:00+02:00,33203.0
1999-10-22 00:00:00+02:00,33779.0
1999-10-25 00:00:00+02:00,33335.0
1999-10-26 00:00:00+02:00,33415.0
1999-10-27 00:00:00+02:00,33396.0
1999-10-28 00:00:00+02:00,34084.0
1999-10-29 00:00:00+02:00,34228.0
1999-11-01 00:00:00+01:00,34228.0
1999-11-02 00:00:00+01:00,34060.0
1999-11-03 00:00:00+01:00,34074.0
1999-11-04 00:00:00+01:00,34514.0
1999-11-05 00:00:00+01:00,34333.0
1999-11-08 00:00:00+01:00,34272.0
1999-11-09 00:00:00+01:00,34655.0
1999-11-10 00:00:00+01:00,34841.0
1999-11-11 00:00:00+01:00,35075.0
1999-11-12 00:00:00+01:00,34853.0
1999-11-15 00:00:00+01:00,35148.0
1999-11-16 00:00:00+01:00,35304.0
1999-11-17 00:00:00+01:00,35031.0
1999-11-18 00:00:00+01:00,35431.0
1999-11-19 00:00:00+01:00,35575.0
1999-11-22 00:00:00+01:00,35419.0
1999-11-23 00:00:00+01:00,35382.0
1999-11-24 00:00:00+01:00,35646.0
1999-11-25 00:00:00+01:00,36207.0
1999-11-26 00:00:00+01:00,36190.0
1999-11-29 00:00:00+01:00,36595.0
1999-11-30 00:00:00+01:00,36334.0
1999-12-01 00:00:00+01:00,36834.0
1999-12-02 00:00:00+01:00,36773.0
1999-12-03 00:00:00+01:00,37403.0
1999-12-06 00:00:00+01:00,37600.0
1999-12-07 00:00:00+01:00,37940.0
1999-12-08 00:00:00+01:00,38579.0
1999-12-09 00:00:00+01:00,38550.0
1999-12-10 00:00:00+01:00,38432.0
1999-12-13 00:00:00+01:00,39164.0
1999-12-14 00:00:00+01:00,39531.0
1999-12-15 00:00:00+01:00,39055.0
1999-12-16 00:00:00+01:00,39452.0
1999-12-17 00:00:00+01:00,39738.0
1999-12-20 00:00:00+01:00,40446.0
1999-12-21 00:00:00+01:00,39613.0
1999-12-22 00:00:00+01:00,40592.0
1999-12-23 00:00:00+01:00,41297.0
1999-12-24 00:00:00+01:00,41297.0
1999-12-27 00:00:00+01:00,41817.0
1999-12-28 00:00:00+01:00,42351.0
1999-12-29 00:00:00+01:00,42473.0
1999-12-30 00:00:00+01:00,42605.0
1999-12-31 00:00:00+01:00,42605.0
2000-01-03 00:00:00+01:00,41226.0
2000-01-04 00:00:00+01:00,40314.0
2000-01-05 00:00:00+01:00,39452.0
2000-01-06 00:00:00+01:00,38835.0
2000-01-07 00:00:00+01:00,40194.0
2000-01-10 00:00:00+01:00,39711.0
2000-01-11 00:00:00+01:00,39870.0
2000-01-12 00:00:00+01:00,40289.0
2000-01-13 00:00:00+01:00,40499.0
2000-01-14 00:00:00+01:00,41588.0
2000-01-17 00:00:00+01:00,41546.0
2000-01-18 00:00:00+01:00,41109.0
2000-01-19 00:00:00+01:00,41436.0
2000-01-20 00:00:00+01:00,41690.0
2000-01-21 00:00:00+01:00,41702.0
2000-01-24 00:00:00+01:00,42012.0
2000-01-25 00:00:00+01:00,41165.0
2000-01-26 00:00:00+01:00,41361.0
2000-01-27 00:00:00+01:00,41939.0
2000-01-28 00:00:00+01:00,41854.0
2000-01-31 00:00:00+01:00,41463.0
2000-02-01 00:00:00+01:00,42403.0
2000-02-02 00:00:00+01:00,42993.0
2000-02-03 00:00:00+01:00,43889.0
2000-02-04 00:00:00+01:00,44091.0
2000-02-07 00:00:00+01:00,43730.0
2000-02-08 00:00:00+01:00,45150.0
2000-02-09 00:00:00+01:00,45101.0
2000-02-10 00:00:00+01:00,45785.0
2000-02-11 00:00:00+01:00,46878.0
2000-02-14 00:00:00+01:00,47395.0
2000-02-15 00:00:00+01:00,45726.0
2000-02-16 00:00:00+01:00,46446.0
2000-02-17 00:00:00+01:00,46807.0
2000-02-18 00:00:00+01:00,46602.0
2000-02-21 00:00:00+01:00,46014.0
2000-02-22 00:00:00+01:00,46034.0
2000-02-23 00:00:00+01:00,47134.0
2000-02-24 00:00:00+01:00,46907.0
2000-02-25 00:00:00+01:00,48235.0
2000-02-28 00:00:00+01:00,47747.0
2000-02-29 00:00:00+01:00,48479.0
2000-03-01 00:00:00+01:00,48676.0
2000-03-02 00:00:00+01:00,49464.0
